,seed,n,alpha,M,K,init_beta,init_sigma,os_beta,os_sigma,ts_beta,ts_sigma,ms_beta,ms_sigma,oracle_beta,oracle_sigma
1312,812,2500,0.5,159,2,0.0035605739910887,0.1444524010434721,0.002593820112563,0.0805517636557141,0.002496589725342,0.0805517636557141,0.0024977404746468,0.0805517636557141,0.0023711438786279,0.0792734850203865
812,812,2500,0.75,159,2,0.003427655188916,0.0986998687737259,0.0028948475431377,0.0532429081395956,0.0029402838178354,0.0532429081395956,0.0029402148517776,0.0532429081395956,0.0029977816708531,0.0556407908140945
1812,812,2500,1.0,159,2,0.0021823217484858,0.0915440165261281,0.001307303593404,0.0497166420723152,0.0013640749670123,0.0497166420723152,0.00136391061405,0.0497166420723152,0.0014011932530087,0.0455111700826529
1062,812,5000,0.25,293,2,0.0021789878083421,0.1574391870244851,0.0018270534760872,0.0805879628204316,0.001882868109465,0.0805879628204316,0.001882340235966,0.0805879628204316,0.0018522859852911,0.0690790687903109
2312,812,5000,0.5,293,2,0.0011891262741765,0.0868135643053371,0.0007208940799748,0.0484250522418597,0.0007190170827303,0.0484250522418597,0.0007189839109852,0.0484250522418597,0.000727617164204,0.0484964163493335
1312,812,5000,0.75,293,2,0.0009301440021111,0.0656242265078096,0.0013166563752828,0.0429963626894263,0.0012261420488793,0.0429963626894263,0.001226185171415,0.0429963626894263,0.0011996333520671,0.0428625568744558
2812,812,5000,1.0,293,2,0.000999386288309,0.0568376699151425,0.0007421925465149,0.0368505602880891,0.0007555595415848,0.0368505602880891,0.0007555453196575,0.0368505602880891,0.0007230122486627,0.0367041963485569
63,813,1000,0.25,72,2,0.013107234176433,0.4644369500473698,0.0098483021080838,0.2649148355014933,0.0089889739254597,0.2649148355014933,0.0071818191671053,0.2649148355014933,0.0074141078844166,0.1433025566460825
313,813,1000,0.5,72,2,0.0080721867835741,0.2845727503461969,0.0107699493776469,0.1507520478751445,0.0091886499356064,0.1507520478751445,0.0092396849813227,0.1507520478751445,0.008593832445163,0.0984396443016695
313,813,1000,0.75,72,2,0.0049530479303422,0.1938332699395548,0.0033075141671798,0.1036164134199209,0.0034789372672579,0.1036164134199209,0.0034746287211344,0.1036164134199209,0.0035189848666649,0.0980697201092531
813,813,1000,1.0,72,2,0.0091031195279058,0.1709553088631315,0.0064758772566362,0.0806702541840289,0.0068363909506845,0.0806702541840289,0.0068299719060322,0.0806702541840289,0.0068425977248643,0.0716487424584346
563,813,2500,0.25,159,2,0.0046992350356086,0.2367145446528526,0.0023761707966847,0.128389900621715,0.0027211413806353,0.128389900621715,0.0027086427579219,0.128389900621715,0.0029180330456275,0.1056830996725482
1313,813,2500,0.5,159,2,0.0033108043329434,0.1467345565490639,0.0021462860251663,0.0833797132182641,0.0021626593500895,0.0833797132182641,0.0021626116396749,0.0833797132182641,0.0021796815657032,0.0763584614428907
813,813,2500,0.75,159,2,0.0050664853574686,0.1121338910090922,0.0044814961334916,0.0663263309500803,0.0046064097270143,0.0663263309500803,0.0046061053616216,0.0663263309500803,0.0046203849735071,0.0591904911384216
1813,813,2500,1.0,159,2,0.0024497374595513,0.102179385351168,0.0017490055032246,0.0514252563346706,0.0017426631270865,0.0514252563346706,0.0017429223343328,0.0514252563346706,0.0017583696732012,0.0480696494580595
1063,813,5000,0.25,293,2,0.0025119842850852,0.1354353511388879,0.0034704732109775,0.073983199355212,0.0028785011956786,0.073983199355212,0.0028804603580091,0.073983199355212,0.0027515207026981,0.0741954281665185
2313,813,5000,0.5,293,2,0.0016183004825066,0.0895617414608622,0.0011784066056292,0.0517605576783337,0.001242085460075,0.0517605576783337,0.0012418642240514,0.0517605576783337,0.0012805094624495,0.0524465212895389
1313,813,5000,0.75,293,2,0.0015059371470448,0.0765899503562316,0.0020850221375525,0.0407966559130907,0.0019143535275887,0.0407966559130907,0.0019144840327892,0.0407966559130907,0.001995813754653,0.0399810167291593
2813,813,5000,1.0,293,2,0.0011878372081023,0.0602100717652127,0.0011800237020843,0.0375419715761504,0.0010974669469844,0.0375419715761504,0.0010975518061149,0.0375419715761504,0.0011027025084437,0.0380823068701258
64,814,1000,0.25,72,2,0.0125472031744627,0.4359964000434331,0.0136645751051474,0.2340113853336858,0.0069013162040661,0.2340113853336858,0.006942215070115,0.2340113853336858,0.0058817954109486,0.1373392053716411
314,814,1000,0.5,72,2,0.0061237400307055,0.3066420271370139,0.0089014175118436,0.1640192426340507,0.0070594940743987,0.1640192426340507,0.0071732113219438,0.1640192426340507,0.0068413597142379,0.1299455269817897
314,814,1000,0.75,72,2,0.0063661246438124,0.2430691997342277,0.0043812994768873,0.1334858407784584,0.0041015851385707,0.1334858407784584,0.0041046559038295,0.1334858407784584,0.0040931158728571,0.0929873690931199
814,814,1000,1.0,72,2,0.0058166463987561,0.1558558789144352,0.0034772114407434,0.069348628441734,0.0036423702885455,0.069348628441734,0.0036384697069492,0.069348628441734,0.003477629508749,0.0706282960807768
564,814,2500,0.25,159,2,0.0050526905100013,0.2350650795933254,0.0039124211929001,0.125287058809651,0.0035244998419136,0.125287058809651,0.0035299122718733,0.125287058809651,0.0035584700613668,0.1121248911490609
1314,814,2500,0.5,159,2,0.0070454357110516,0.1262761678868849,0.0044208952760341,0.0748352269868389,0.0046952277126998,0.0748352269868389,0.0046921018170385,0.0748352269868389,0.0044189734234199,0.0776667939475083
814,814,2500,0.75,159,2,0.0028721551131667,0.1198965338640386,0.0015995142822881,0.0681946458741961,0.0014437735048243,0.0681946458741961,0.001444484446703,0.0681946458741961,0.0013762067439887,0.0638388901740642
1814,814,2500,1.0,159,2,0.0020264687233009,0.0996225259907699,0.0021375461219902,0.0539841252771388,0.0019267527582401,0.0539841252771388,0.0019277119213308,0.0539841252771388,0.0018339691982251,0.0489476743631043
1064,814,5000,0.25,293,2,0.0032149853404844,0.1452293750064715,0.0024470594280599,0.0742308733824306,0.0021439471410865,0.0742308733824306,0.0021481409055408,0.0742308733824306,0.0018367602523308,0.0692568306897528
2314,814,5000,0.5,293,2,0.0013482055517937,0.0873780669668821,0.0010523206488858,0.0493487702167141,0.0009733770236627,0.0493487702167141,0.0009735047781002,0.0493487702167141,0.0009898380793283,0.0485843442570212
1314,814,5000,0.75,293,2,0.0013976247760613,0.067996826474408,0.0011470479832097,0.0424280308459115,0.001246014955881,0.0424280308459115,0.0012458478813181,0.0424280308459115,0.001266760132334,0.0426730419659692
2814,814,5000,1.0,293,2,0.0009219502188621,0.0657376233392256,0.0006565090095797,0.0399674301689299,0.0006046889867243,0.0399674301689299,0.0006047470021788,0.0399674301689299,0.0005999105661327,0.0389679460079309
65,815,1000,0.25,72,2,0.0088117554748997,0.423502534744233,0.0123911101573748,0.2286883027963759,0.0070974504685776,0.2286883027963759,0.007723492008322,0.2286883027963759,0.0071234871112642,0.1907411391434617
315,815,1000,0.5,72,2,0.0089228691148717,0.2789312883806408,0.0075053434754593,0.1478614157200942,0.0068378450470808,0.1478614157200942,0.0068701399328169,0.1478614157200942,0.0065823963766308,0.1073033024377429
315,815,1000,0.75,72,2,0.0057469214616129,0.1810021050337891,0.0051505995977608,0.0780574888834459,0.0047065917648435,0.0780574888834459,0.0047182136629934,0.0780574888834459,0.0046172160866438,0.0778895491610022
815,815,1000,1.0,72,2,0.0039933013692401,0.1655383228125432,0.0035395950201071,0.0695898573536793,0.0036851198829866,0.0695898573536793,0.0036800010170423,0.0695898573536793,0.0037740845407768,0.054314315035351
565,815,2500,0.25,159,2,0.0077104084518047,0.2285480348787089,0.0036917863444514,0.1144112440547916,0.0040409772677631,0.1144112440547916,0.004011500593838,0.1144112440547916,0.0040607933610674,0.1044338360934845
1315,815,2500,0.5,159,2,0.004495345248043,0.1613851203126826,0.0046049044150811,0.0783364284016263,0.0042077200581193,0.0783364284016263,0.0042140444323096,0.0783364284016263,0.004132672635108,0.0688316867955191
815,815,2500,0.75,159,2,0.0024286311791871,0.1042402105929079,0.0017045807459593,0.0617355301586606,0.0018149933417674,0.0617355301586606,0.0018141987909802,0.0617355301586606,0.0018064707025565,0.0612432192087087
1815,815,2500,1.0,159,2,0.001800875886801,0.0848048707794723,0.0013320242240894,0.0522828948064449,0.0014418961109868,0.0522828948064449,0.0014415093679999,0.0522828948064449,0.0014959206102413,0.0507323805862242
1065,815,5000,0.25,293,2,0.0021913382660483,0.1442267924191624,0.0024835859475169,0.0775072606539374,0.0023335813676435,0.0775072606539374,0.0023357007416122,0.0775072606539374,0.0022182310901795,0.0718282842463341
2315,815,5000,0.5,293,2,0.0015655174288554,0.0765773525136559,0.0010955092906587,0.0503588333109634,0.0011619159727483,0.0503588333109634,0.0011617082764373,0.0503588333109634,0.0011920254401052,0.0503006728084455
1315,815,5000,0.75,293,2,0.0011325845473239,0.0623597287361702,0.0012733065787203,0.0427058281969464,0.0011698805372202,0.0427058281969464,0.0011700335478281,0.0427058281969464,0.0011610968674449,0.0424694287562045
2815,815,5000,1.0,293,2,0.0018887921026556,0.0504001959809304,0.0010618842845233,0.0352832193237504,0.0009906564963927,0.0352832193237504,0.0009907718177675,0.0352832193237504,0.0009868458735506,0.0354932422967498
66,816,1000,0.25,72,2,0.0086169602329521,0.4391947699104756,0.0098728647091116,0.234309248746258,0.006430108805073,0.234309248746258,0.0064962278808788,0.234309248746258,0.0062071149165388,0.1414282029245366
316,816,1000,0.5,72,2,0.0070127227680126,0.2552615739588053,0.0057163419861453,0.1415276360847869,0.0056839306599184,0.1415276360847869,0.0056786458557631,0.1415276360847869,0.0057201879095753,0.1356437890562677
316,816,1000,0.75,72,2,0.0043661651462559,0.1946170699568659,0.0026477922953925,0.0886298735708051,0.0027123466471189,0.0886298735708051,0.0027079885629909,0.0886298735708051,0.0025673815265737,0.081743607483828
816,816,1000,1.0,72,2,0.0057334991904083,0.1695393877466591,0.0031834345695774,0.0965280096468377,0.0030968737688216,0.0965280096468377,0.0030992281458101,0.0965280096468377,0.0030406396833038,0.0917132991436625
566,816,2500,0.25,159,2,0.0044227007372613,0.2287255983731999,0.0036179378514207,0.1201136449297395,0.003505484002267,0.1201136449297395,0.0035114463498163,0.1201136449297395,0.0034025051706099,0.1067765976103868
1316,816,2500,0.5,159,2,0.0036705057236471,0.1277583482324072,0.001733307064821,0.0760219505374896,0.0019464125046789,0.0760219505374896,0.0019448913725873,0.0760219505374896,0.0019555002348379,0.0741992337913074
816,816,2500,0.75,159,2,0.0030044957530874,0.1019352788202322,0.002311124617053,0.0630555527110071,0.0024418748542696,0.0630555527110071,0.0024408392478326,0.0630555527110071,0.0024026836199811,0.0637847964969589
1816,816,2500,1.0,159,2,0.0020904643997644,0.0716567132776292,0.0019954081466097,0.0418295551663649,0.0019365162374724,0.0418295551663649,0.0019365714958764,0.0418295551663649,0.0019547769684391,0.0426965490605212
1066,816,5000,0.25,293,2,0.0020092828365481,0.1374598144364573,0.0012177893810133,0.0775794638517384,0.0011654974206239,0.0775794638517384,0.0011657912381276,0.0775794638517384,0.0011530093441393,0.0778077218373405
2316,816,5000,0.5,293,2,0.0017967034807621,0.0871014452209836,0.001542142686799,0.0565865202581874,0.0015081372078515,0.0565865202581874,0.0015083353852777,0.0565865202581874,0.001462320813048,0.0551840876126271
1316,816,5000,0.75,293,2,0.0017997777847608,0.0632944161962086,0.0020492337784021,0.0402857912777469,0.0020352734523674,0.0402857912777469,0.0020352601419108,0.0402857912777469,0.0020630632750898,0.0402419901095466
2816,816,5000,1.0,293,2,0.000919090708574,0.05438166750898,0.0006812931474501,0.0383017665230115,0.0006747514353445,0.0383017665230115,0.0006747578147904,0.0383017665230115,0.0006780661043508,0.0383910205739946
67,817,1000,0.25,72,2,0.0119135025562651,0.4895036250453188,0.017251430503307,0.2776965807131102,0.0075069672094897,0.2776965807131102,0.0078132205032098,0.2776965807131102,0.0061273098875672,0.1477050035834781
317,817,1000,0.5,72,2,0.0073195001347555,0.2532858346960658,0.005384216579761,0.1242423998042397,0.0042251440285581,0.1242423998042397,0.004256381528127,0.1242423998042397,0.0040759175180524,0.1060367842668048
317,817,1000,0.75,72,2,0.0056379114181,0.2207976300006756,0.0043050969682804,0.1281229170928997,0.0046820542177748,0.1281229170928997,0.0046665996453765,0.1281229170928997,0.0052440803543829,0.1251199262441909
817,817,1000,1.0,72,2,0.004111334183777,0.1846193513539696,0.0031541355643469,0.0892554604294215,0.0030995932754721,0.0892554604294215,0.0030975873049542,0.0892554604294215,0.0031245987102956,0.0824366710114916
567,817,2500,0.25,159,2,0.0052746104575246,0.240325085408311,0.0085610100110999,0.1199871543893967,0.0067706880857859,0.1199871543893967,0.0068335013102437,0.1199871543893967,0.0060633173005618,0.0965785156719137
1317,817,2500,0.5,159,2,0.002815523533696,0.1464831086521009,0.0015443462756929,0.0798902338375435,0.0017342276927984,0.0798902338375435,0.0017279879609211,0.0798902338375435,0.0019256356557719,0.0791684794360755
817,817,2500,0.75,159,2,0.0034584194218735,0.1219049097022897,0.0032622135746997,0.0603142068451904,0.0035039094816011,0.0603142068451904,0.0035029743831691,0.0603142068451904,0.003873554698757,0.0521759933136698
1817,817,2500,1.0,159,2,0.0023212050490665,0.0825732393503487,0.0015961153026316,0.047954641772685,0.0018080441472614,0.047954641772685,0.0018075933002041,0.047954641772685,0.0017320246084013,0.0482820290384394
1067,817,5000,0.25,293,2,0.0026117936376166,0.1460042938848041,0.0025319581468154,0.0825474635587391,0.0022308647117694,0.0825474635587391,0.0022338724338026,0.0825474635587391,0.001958243994914,0.0781053934317861
2317,817,5000,0.5,293,2,0.0014784281687207,0.0814180476957517,0.0015229252807362,0.0450139198475757,0.0013299422059495,0.0450139198475757,0.001330371549328,0.0450139198475757,0.0013285166592968,0.0442802195491474
1317,817,5000,0.75,293,2,0.001115521582427,0.0671601470518027,0.0009306370200881,0.0420507865431982,0.0010852834585757,0.0420507865431982,0.0010846748447227,0.0420507865431982,0.0010778486297452,0.0420786911739957
2817,817,5000,1.0,293,2,0.0009746161029945,0.060395601614999,0.0007262604130183,0.0380708072318192,0.0006274500285253,0.0380708072318192,0.0006275368543058,0.0380708072318192,0.0005845580779162,0.0373679553985288
68,818,1000,0.25,72,2,0.0106622962599221,0.4722284818803064,0.0131080552882418,0.2669225653258397,0.0066142655991134,0.2669225653258397,0.0061075084964498,0.2669225653258397,0.0056503496006457,0.1611755173526672
318,818,1000,0.5,72,2,0.0059276645924377,0.2852554114225172,0.00694476757349,0.1545837172857684,0.0056797110483859,0.1545837172857684,0.0057650808007529,0.1545837172857684,0.0058657557034652,0.138423148391182
318,818,1000,0.75,72,2,0.0044323917364368,0.1906818740623345,0.0034269599799273,0.1033157977690352,0.0034346758869341,0.1033157977690352,0.0034323874381141,0.1033157977690352,0.0033739572468359,0.0872433748295287
818,818,1000,1.0,72,2,0.0058641284815185,0.1468247022704696,0.0080935120702026,0.0899211298544437,0.0078440746374891,0.0899211298544437,0.0078468830042857,0.0899211298544437,0.0078951449053955,0.090298089832795
568,818,2500,0.25,159,2,0.0042835019454447,0.240594606848127,0.0033553047385138,0.1203138856291709,0.0027921373254357,0.1203138856291709,0.002810857991383,0.1203138856291709,0.0026727621312233,0.093960303564818
1318,818,2500,0.5,159,2,0.0043685355951615,0.1489900900587207,0.00268882208234,0.0858746073014162,0.0028229172162015,0.0858746073014162,0.0028204317751912,0.0858746073014162,0.0028189499167823,0.0822183811192467
818,818,2500,0.75,159,2,0.0027848277530101,0.1049579032982138,0.0017510169943921,0.0543008973419449,0.0020062130479325,0.0543008973419449,0.0020039616804905,0.0543008973419449,0.0020897115561222,0.0529615414028309
1818,818,2500,1.0,159,2,0.0041131775957987,0.0903493410198701,0.0020011644299685,0.0532508309684316,0.0019650984846982,0.0532508309684316,0.0019652518210624,0.0532508309684316,0.0019987610850738,0.053008484604781
1068,818,5000,0.25,293,2,0.0021174373800664,0.1262818990384376,0.0015834604338754,0.0652604817979661,0.0013360150162658,0.0652604817979661,0.0013385028833477,0.0652604817979661,0.0013218061880504,0.0642252938009456
2318,818,5000,0.5,293,2,0.0014022777754781,0.0788593866116249,0.0009893643427847,0.0498706802272376,0.0009623801178968,0.0498706802272376,0.0009624062741302,0.0498706802272376,0.000967819780334,0.04956605421907
1318,818,5000,0.75,293,2,0.0020023826785811,0.0603978389310208,0.0015963678398135,0.0411397216416967,0.0014834566144236,0.0411397216416967,0.001483719938165,0.0411397216416967,0.0014436194940525,0.0410679394995946
2818,818,5000,1.0,293,2,0.0013104248636392,0.0481766124806747,0.0009329531020692,0.0390076758566556,0.0008730926370167,0.0390076758566556,0.0008731762736451,0.0390076758566556,0.0009034108087882,0.0395629869230242
69,819,1000,0.25,72,2,0.0094125550254459,0.4654845281059091,0.0100169095282726,0.2793314669098178,0.008356775531459,0.2793314669098178,0.0085349096056789,0.2793314669098178,0.0084514185085236,0.1600961520164567
319,819,1000,0.5,72,2,0.006683094272726,0.3119835534589115,0.0056766904477537,0.1644736327255845,0.0052854517387793,0.1644736327255845,0.0053040708274476,0.1644736327255845,0.0056505326465791,0.0979742370753824
319,819,1000,0.75,72,2,0.0063558369108358,0.206402334671754,0.0056519717091962,0.0966867372948101,0.0055226646875179,0.0966867372948101,0.0055238270284951,0.0966867372948101,0.0053295475289894,0.0869397581831387
819,819,1000,1.0,72,2,0.0053133459512296,0.1543178898451381,0.0041234156984256,0.085502116759446,0.0040955161862271,0.085502116759446,0.0040953301495822,0.085502116759446,0.0041390325217807,0.0869928900367017
569,819,2500,0.25,159,2,0.0051059209497461,0.2255145584704826,0.002683627485104,0.1196025917396728,0.0027994878748665,0.1196025917396728,0.0027919964040951,0.1196025917396728,0.0027064583207659,0.1049750002583585
1319,819,2500,0.5,159,2,0.0030202377735595,0.1428178618344717,0.0021194537840277,0.0858726819679664,0.0020687602530018,0.0858726819679664,0.0020696916579881,0.0858726819679664,0.0021099836824905,0.0812435132767346
819,819,2500,0.75,159,2,0.0028532098856869,0.1064344110996717,0.002810682085674,0.0639197427947003,0.0027945140193375,0.0639197427947003,0.0027944283559275,0.0639197427947003,0.0027501028595644,0.0607993137568987
1819,819,2500,1.0,159,2,0.0018336665526571,0.0751388791245875,0.0018208727352617,0.0509654299209849,0.0017570978074199,0.0509654299209849,0.00175714943743,0.0509654299209849,0.0016959125727854,0.050864323776171
1069,819,5000,0.25,293,2,0.0017139210172102,0.1441846680741797,0.0018316446549121,0.0786148360559428,0.0017660680714429,0.0786148360559428,0.0017661683143655,0.0786148360559428,0.0017285093980074,0.0732106541222578
2319,819,5000,0.5,293,2,0.0015954352124913,0.0843861753651118,0.001053276762121,0.0537229710366039,0.0010844796694051,0.0537229710366039,0.0010844251323527,0.0537229710366039,0.0010960214863963,0.0517790381183438
1319,819,5000,0.75,293,2,0.0023001928551632,0.0675972562015203,0.0014058194499724,0.041491145518207,0.0014415532982235,0.041491145518207,0.0014414575219033,0.041491145518207,0.0014822780364394,0.040848789720074
2819,819,5000,1.0,293,2,0.0011239886361023,0.043868151246147,0.0008773486465966,0.0337140479321534,0.0008671990444477,0.0337140479321534,0.0008672120867174,0.0337140479321534,0.000849125975825,0.0338606087281159
70,820,1000,0.25,72,2,0.0137593122605316,0.4596851899262105,0.0092315628138533,0.265880809491519,0.0090461673300005,0.265880809491519,0.008581702556976,0.265880809491519,0.0089980519679446,0.1594645202036297
320,820,1000,0.5,72,2,0.0103042370771362,0.2584758540684576,0.0057549816224463,0.1186448161896728,0.0057954073570495,0.1186448161896728,0.005797799770739,0.1186448161896728,0.004592221543743,0.0815875039196339
320,820,1000,0.75,72,2,0.005486755901935,0.198617837896229,0.0050689130671676,0.1057710943364448,0.0046925189923808,0.1057710943364448,0.0047000316240956,0.1057710943364448,0.0044376607122122,0.0932355790368743
820,820,1000,1.0,72,2,0.0044318774818408,0.1671889576696,0.003932512360538,0.0893759783836835,0.0038467519119768,0.0893759783836835,0.0038482017092202,0.0893759783836835,0.0035581436996682,0.0780027395162235
570,820,2500,0.25,159,2,0.0036224012829082,0.2409579205562216,0.0036526306616503,0.1232855859755496,0.0031709692958695,0.1232855859755496,0.0031797419455267,0.1232855859755496,0.0029236534742013,0.1031529115830861
1320,820,2500,0.5,159,2,0.004848631267575,0.1501752621417061,0.0031347928996855,0.0822508568287423,0.0031212409448806,0.0822508568287423,0.0031222348154591,0.0822508568287423,0.0024810730640888,0.076323455392351
820,820,2500,0.75,159,2,0.0029882501751389,0.1033492513880528,0.0016265572518705,0.0602736856258472,0.0017707588296404,0.0602736856258472,0.0017689342231058,0.0602736856258472,0.0017649837270607,0.0592391956363957
1820,820,2500,1.0,159,2,0.0019205608182643,0.0928626183969206,0.0013101894185935,0.0518027117823389,0.0012833931217823,0.0518027117823389,0.0012834084989518,0.0518027117823389,0.0013226664276196,0.0493383538695371
1070,820,5000,0.25,293,2,0.0020909966054118,0.1399853505288362,0.0018990053903628,0.0754452873941928,0.0016062160149124,0.0754452873941928,0.0016109745818269,0.0754452873941928,0.0016587624865909,0.0728916314942837
2320,820,5000,0.5,293,2,0.0014822556743777,0.094951824054883,0.0012890583072945,0.0530013444516507,0.0014489171608022,0.0530013444516507,0.0014481903640641,0.0530013444516507,0.001493595868817,0.0516519046257571
1320,820,5000,0.75,293,2,0.0010534643029779,0.0744169110129306,0.0007057300679352,0.0446221857530409,0.0006769907165208,0.0446221857530409,0.0006768226709113,0.0446221857530409,0.0006916232341131,0.0438386380788757
2820,820,5000,1.0,293,2,0.0010133982130016,0.0599365946641448,0.0010547417000905,0.0387279769452015,0.0009595357853532,0.0387279769452015,0.0009598136246718,0.0387279769452015,0.0010122716835373,0.0379825905113252
71,821,1000,0.25,72,2,0.0110550194944778,0.5063940727203036,0.0142645858199922,0.2986508691895436,0.0094727199470839,0.2986508691895436,0.007012657738722,0.2986508691895436,0.0067291545274256,0.1471867662362076
321,821,1000,0.5,72,2,0.008345503227091,0.2982679342529397,0.0059779220778653,0.1461343696251111,0.0064428528828789,0.1461343696251111,0.0064095046372957,0.1461343696251111,0.0069403191910871,0.1066729061997766
321,821,1000,0.75,72,2,0.0049624659478305,0.1866387094006349,0.0046531805738399,0.0952562673158075,0.0046325006214233,0.0952562673158075,0.0046281702446193,0.0952562673158075,0.0042598138435693,0.0906113550930894
821,821,1000,1.0,72,2,0.0039416710689228,0.1819474337245787,0.0045209023833188,0.0859042991307161,0.0041774917220218,0.0859042991307161,0.004184224447578,0.0859042991307161,0.0038539707163743,0.071903936180506
571,821,2500,0.25,159,2,0.0036688816160133,0.2363791577482518,0.002710783408877,0.1157749159621325,0.0025407684888293,0.1157749159621325,0.0025494643448088,0.1157749159621325,0.0025045644265833,0.0999629229469766
1321,821,2500,0.5,159,2,0.0058148958194983,0.1438634707490633,0.0037411227653213,0.0772077194501514,0.0037180656675536,0.0772077194501514,0.0037186003137485,0.0772077194501514,0.0036938746949211,0.0773832422186821
821,821,2500,0.75,159,2,0.0020499050950876,0.1044023645108714,0.0029941227941229,0.0599412841552353,0.0028742368351196,0.0599412841552353,0.0028745951252809,0.0599412841552353,0.0029350438172615,0.0569811996954067
1821,821,2500,1.0,159,2,0.0026898691912201,0.0729489504430596,0.0019131779299534,0.0435870149527738,0.0019017480360248,0.0435870149527738,0.0019018048277259,0.0435870149527738,0.0018563168911877,0.0438737352735298
1071,821,5000,0.25,293,2,0.0020126973999418,0.1361618870497101,0.0013055032725736,0.0762246444136005,0.0012968338230724,0.0762246444136005,0.0012969531264877,0.0762246444136005,0.0012998282801598,0.073528338733785
2321,821,5000,0.5,293,2,0.0016195704467903,0.0754424188094451,0.0011319272467346,0.0486797429256914,0.0011583365681789,0.0486797429256914,0.0011582461162979,0.0486797429256914,0.0011427859672935,0.0490275907100061
1321,821,5000,0.75,293,2,0.0017428261233307,0.0626362263971014,0.0013012373553071,0.0373697767599395,0.0013440831555248,0.0373697767599395,0.0013439838777666,0.0373697767599395,0.0013834779669692,0.0365823017613062
2821,821,5000,1.0,293,2,0.0010024520385648,0.0458181088512901,0.0007387363160887,0.0347033351191814,0.0008023799128142,0.0347033351191814,0.0008022949908396,0.0347033351191814,0.0007603198666337,0.0350380128920442
72,822,1000,0.25,72,2,0.008241059189392,0.501446724956961,0.0258121633128919,0.2970003920777037,0.0086710992705828,0.2970003920777037,0.0127189496317002,0.2970003920777037,0.0081749566694812,0.1674096574714635
322,822,1000,0.5,72,2,0.0047037205361688,0.2751405616862048,0.0036348903551697,0.1481705678428699,0.0036121900144859,0.1481705678428699,0.0036056116482577,0.1481705678428699,0.0036904781803637,0.1183716014509934
322,822,1000,0.75,72,2,0.0044447523371776,0.228017027191052,0.003808529256157,0.1170384915452431,0.0040167904608791,0.1170384915452431,0.0040055062186739,0.1170384915452431,0.004322840978656,0.0893197658796534
822,822,1000,1.0,72,2,0.0053748011745913,0.1379824479760182,0.0038123146207994,0.0715673514404942,0.0040060168495784,0.0715673514404942,0.0040022854792299,0.0715673514404942,0.0039614431604773,0.0714954894593444
572,822,2500,0.25,159,2,0.0038204367570875,0.2391233813222127,0.0033295363950325,0.1278095431823919,0.0028089643997371,0.1278095431823919,0.002825868180575,0.1278095431823919,0.0026761140318476,0.1104407266666582
1322,822,2500,0.5,159,2,0.0036659405391757,0.1441719041154031,0.0016515046508473,0.0822977177182583,0.0020753336706824,0.0822977177182583,0.0020678964480981,0.0822977177182583,0.0022651830834933,0.0813652716801943
822,822,2500,0.75,159,2,0.0031005508741325,0.1074447494152592,0.0016786203654808,0.0612780710023692,0.0016529183200895,0.0612780710023692,0.0016529110790522,0.0612780710023692,0.0016410651410617,0.0600722251529819
1822,822,2500,1.0,159,2,0.0014875322142898,0.0823678727334043,0.0010595859068724,0.0509021706369843,0.0010144109229289,0.0509021706369843,0.0010143432798643,0.0509021706369843,0.001024680283325,0.0499623695471323
1072,822,5000,0.25,293,2,0.002847934003676,0.1423042784854151,0.0015685198668954,0.0753638479841448,0.0013456381476121,0.0753638479841448,0.0013477595026317,0.0753638479841448,0.0012495788537778,0.0714913321378946
2322,822,5000,0.5,293,2,0.0021012072072748,0.0795887642161506,0.0011244595146409,0.0468880206220463,0.0010837129772336,0.0468880206220463,0.0010836928630494,0.0468880206220463,0.0010747702558777,0.0469419801260585
1322,822,5000,0.75,293,2,0.0015703588383143,0.0636950397151018,0.0008489650688839,0.043306654166571,0.0008069473868841,0.043306654166571,0.0008069613400449,0.043306654166571,0.0007848503487732,0.0425925140081938
2822,822,5000,1.0,293,2,0.0012335555421081,0.0504525168196872,0.0010800397510484,0.0359372235805644,0.0009588474640022,0.0359372235805644,0.0009590226262511,0.0359372235805644,0.0009935393190599,0.0359540902106235
73,823,1000,0.25,72,2,0.0099584613531411,0.5266273500641833,0.0097385281942356,0.3253299319801929,0.009476279216531,0.3253299319801929,0.0078302492082338,0.3253299319801929,0.008403569899933,0.1643307047022354
323,823,1000,0.5,72,2,0.0072029961378466,0.3172393019091329,0.0058228282688109,0.1569069748895381,0.0057507083407756,0.1569069748895381,0.0057229106556307,0.1569069748895381,0.006444248190672,0.0966980149940296
323,823,1000,0.75,72,2,0.0068083411233723,0.2324431704964252,0.0040310881510019,0.1203862663219002,0.0040157978528089,0.1203862663219002,0.0040105440418864,0.1203862663219002,0.0043986819146251,0.0877498265941357
823,823,1000,1.0,72,2,0.0083294741250305,0.1774167718702003,0.0053972986828537,0.1020063864071297,0.0054415310235496,0.1020063864071297,0.005442852047824,0.1020063864071297,0.0052905966914499,0.1021454848346365
573,823,2500,0.25,159,2,0.0031689943070016,0.2278749398857137,0.0028489319681034,0.1064642932977509,0.002618492153933,0.1064642932977509,0.0026268326141564,0.1064642932977509,0.0027101210650727,0.0939072268187282
1323,823,2500,0.5,159,2,0.0022842395922973,0.1406245086794836,0.0017515627703744,0.0819342689145829,0.0017128834109799,0.0819342689145829,0.0017130662915255,0.0819342689145829,0.0017765510845413,0.0802771140340709
